subject,group,congruency,result,rt,trial
36,control,incongruent,correct,0.684,14
36,control,congruent,correct,0.572,15
36,control,incongruent,correct,0.515,15
36,control,incongruent,correct,0.486,16
36,control,congruent,correct,0.549,16
36,control,incongruent,correct,0.53,17
36,control,congruent,correct,0.461,17
36,control,congruent,correct,0.48,18
36,control,incongruent,correct,0.485,18
36,control,congruent,correct,0.451,19
36,control,incongruent,correct,0.473,19
36,control,incongruent,correct,0.528,20
36,control,congruent,correct,0.511,20
36,control,incongruent,correct,0.484,21
36,control,incongruent,correct,0.493,22
36,control,congruent,correct,0.568,21
36,control,congruent,correct,0.706,22
36,control,incongruent,correct,0.522,23
36,control,incongruent,correct,0.45,24
36,control,congruent,correct,0.508,23
36,control,congruent,correct,0.426,24
36,control,congruent,correct,0.482,25
36,control,incongruent,correct,0.534,25
36,control,incongruent,correct,0.489,26
36,control,congruent,correct,0.493,26
36,control,incongruent,correct,0.454,27
36,control,incongruent,correct,0.485,28
36,control,congruent,correct,0.441,27
36,control,congruent,correct,0.44,28
36,control,incongruent,correct,0.431,29
36,control,congruent,correct,0.454,29
36,control,incongruent,correct,0.556,30
36,control,congruent,correct,0.447,30
36,control,incongruent,correct,0.531,31
36,control,incongruent,correct,0.472,32
36,control,congruent,correct,0.412,31
36,control,congruent,correct,0.45,32
36,control,congruent,correct,0.404,33
36,control,congruent,correct,0.481,34
36,control,incongruent,correct,0.464,33
36,control,incongruent,correct,0.491,34
36,control,incongruent,correct,0.483,35
36,control,congruent,correct,0.469,35
36,control,congruent,correct,0.499,36
36,control,incongruent,correct,0.436,36
36,control,congruent,correct,0.53,37
36,control,congruent,correct,0.445,38
36,control,incongruent,correct,0.444,37
36,control,incongruent,correct,0.469,38
36,control,incongruent,correct,0.49,39
36,control,congruent,correct,0.517,39
36,control,incongruent,correct,0.538,40
36,control,congruent,correct,0.449,40
36,control,incongruent,correct,0.45,41
36,control,congruent,correct,0.4,41
36,control,congruent,correct,0.371,42
36,control,incongruent,correct,0.529,42
36,control,incongruent,correct,0.416,43
36,control,congruent,correct,0.466,43
36,control,congruent,correct,0.573,44
36,control,incongruent,correct,0.467,44
36,control,incongruent,correct,0.29,45
36,control,congruent,correct,0.5,45
36,control,incongruent,correct,0.292,46
36,control,congruent,correct,0.419,46
36,control,incongruent,correct,0.384,47
36,control,congruent,correct,0.463,47
36,control,congruent,correct,0.458,48
36,control,incongruent,correct,0.538,48
17,test,congruent,correct,1.039,1
17,test,incongruent,correct,1.029,1
17,test,incongruent,correct,1.319,2
17,test,congruent,correct,0.606,2
17,test,congruent,correct,0.515,3
17,test,congruent,correct,0.397,4
17,test,incongruent,correct,0.974,3
17,test,incongruent,correct,0.91,4
17,test,congruent,correct,0.681,5
17,test,congruent,correct,0.598,6
17,test,incongruent,correct,1.27,5
17,test,incongruent,correct,1.107,6
17,test,congruent,correct,0.619,7
17,test,incongruent,correct,0.73,7
17,test,incongruent,correct,1.036,8
17,test,congruent,correct,0.786,8
17,test,congruent,correct,0.624,9
17,test,congruent,correct,0.6,10
17,test,incongruent,correct,0.646,9
17,test,incongruent,correct,0.841,10
17,test,congruent,correct,0.604,11
17,test,incongruent,correct,1.191,11
17,test,incongruent,correct,1.37,12
17,test,congruent,correct,1.204,12
17,test,congruent,correct,0.606,13
17,test,congruent,correct,0.571,14
17,test,incongruent,correct,1.277,13
17,test,incongruent,correct,1.152,14
17,test,incongruent,incorrect,1.221,15
17,test,congruent,incorrect,0.961,15
17,test,congruent,correct,0.601,16
17,test,incongruent,correct,1.255,16
17,test,congruent,correct,0.716,17
17,test,incongruent,incorrect,1.997,17
17,test,incongruent,timeout,0,18
17,test,congruent,correct,0.96,18
17,test,incongruent,correct,1.396,19
17,test,congruent,correct,0.877,19
17,test,incongruent,correct,0.915,20
17,test,congruent,correct,0.452,20
17,test,incongruent,timeout,0,21
17,test,incongruent,timeout,0,22
17,test,congruent,correct,1.012,21
17,test,congruent,correct,0.517,22
17,test,congruent,correct,0.595,23
17,test,incongruent,correct,0.978,23
17,test,congruent,correct,1.017,24
17,test,incongruent,incorrect,1.337,24
17,test,congruent,correct,0.656,25
17,test,congruent,correct,0.646,26
17,test,incongruent,incorrect,1.485,25
17,test,incongruent,correct,1.584,26
17,test,congruent,correct,0.894,27
17,test,incongruent,correct,1.295,27
17,test,incongruent,correct,1.167,28
17,test,congruent,correct,0.612,28
17,test,incongruent,correct,1.027,29
17,test,incongruent,correct,1.12,30
17,test,congruent,correct,0.879,29
17,test,congruent,correct,0.568,30
17,test,congruent,correct,0.497,31
17,test,incongruent,correct,0.898,31
17,test,incongruent,correct,1.095,32
17,test,congruent,correct,0.93,32
17,test,incongruent,timeout,0,33
17,test,congruent,correct,0.952,33
17,test,incongruent,correct,1.232,34
17,test,congruent,correct,0.706,34
17,test,incongruent,correct,0.911,35
17,test,incongruent,timeout,0,36
17,test,congruent,correct,1.362,35
17,test,congruent,correct,0.827,36
17,test,incongruent,incorrect,1.24,37
17,test,congruent,correct,1.087,37
17,test,congruent,correct,0.624,38
17,test,incongruent,correct,1.02,38
17,test,incongruent,correct,0.936,39
17,test,congruent,correct,0.621,39
17,test,congruent,correct,0.66,40
17,test,incongruent,correct,0.86,40
17,test,incongruent,correct,1.508,41
17,test,congruent,correct,1.303,41
17,test,incongruent,incorrect,1.859,42
17,test,congruent,correct,1.421,42
17,test,incongruent,correct,0.823,43
17,test,congruent,correct,0.687,43
17,test,incongruent,incorrect,1.447,44
17,test,congruent,correct,1.375,44
17,test,congruent,correct,0.537,45
17,test,incongruent,incorrect,1.372,45
17,test,congruent,correct,0.891,46
17,test,incongruent,correct,1.603,46
17,test,congruent,correct,0.624,47
17,test,incongruent,correct,1.026,47
17,test,incongruent,correct,1.503,48
17,test,congruent,correct,1.002,48
31,control,congruent,correct,0.498,1
31,control,congruent,correct,0.484,2
31,control,incongruent,incorrect,0.495,1
31,control,incongruent,correct,0.528,2
31,control,incongruent,correct,0.695,3
31,control,congruent,correct,0.588,3
31,control,congruent,correct,0.499,4
31,control,incongruent,correct,0.612,4
31,control,congruent,correct,0.489,5
31,control,congruent,correct,0.461,6
31,control,incongruent,correct,0.668,5
31,control,incongruent,incorrect,0.47,6
31,control,incongruent,correct,0.514,7
31,control,congruent,correct,0.67,7
31,control,incongruent,incorrect,0.442,8
31,control,congruent,correct,0.621,8
31,control,congruent,correct,0.498,9
31,control,incongruent,correct,0.945,9
31,control,incongruent,correct,0.608,10
31,control,congruent,correct,0.614,10
31,control,congruent,correct,0.525,11
31,control,congruent,correct,0.405,12
31,control,incongruent,incorrect,0.574,11
31,control,incongruent,correct,0.71,12
31,control,congruent,correct,0.492,13
31,control,incongruent,correct,1.065,13
31,control,incongruent,correct,0.742,14
31,control,congruent,correct,0.57,14
31,control,congruent,correct,0.564,15
31,control,congruent,correct,0.369,16
31,control,incongruent,correct,0.637,15
31,control,incongruent,correct,0.602,16
31,control,incongruent,correct,0.547,17
31,control,congruent,correct,0.477,17
31,control,incongruent,correct,0.695,18
31,control,congruent,correct,0.342,18
31,control,incongruent,correct,0.597,19
31,control,congruent,correct,0.547,19
31,control,congruent,correct,0.384,20
31,control,incongruent,correct,0.648,20
31,control,incongruent,incorrect,0.67,21
31,control,congruent,correct,0.78,21
31,control,congruent,correct,0.598,22
31,control,incongruent,incorrect,0.462,22
31,control,congruent,correct,0.833,23
31,control,incongruent,correct,0.83,23
31,control,incongruent,correct,0.587,24
31,control,congruent,correct,0.483,24
31,control,congruent,correct,0.566,25
31,control,incongruent,correct,0.635,25
31,control,incongruent,correct,0.725,26
31,control,congruent,correct,0.799,26
31,control,congruent,correct,0.823,27
31,control,incongruent,correct,0.989,27
31,control,congruent,correct,0.542,28
31,control,incongruent,correct,0.699,28
31,control,incongruent,correct,0.701,29
31,control,incongruent,correct,1.14,30
31,control,congruent,correct,1.242,29
31,control,congruent,correct,0.447,30
31,control,incongruent,correct,0.804,31
31,control,congruent,correct,0.47,31
31,control,incongruent,correct,1.054,32
31,control,congruent,correct,0.577,32
31,control,incongruent,correct,0.528,33
31,control,incongruent,correct,0.694,34
31,control,congruent,correct,0.578,33
31,control,congruent,correct,0.73,34
31,control,incongruent,correct,0.628,35
31,control,incongruent,correct,0.685,36
31,control,congruent,correct,0.523,35
31,control,congruent,correct,0.77,36
31,control,incongruent,correct,0.987,37
31,control,congruent,correct,0.746,37
31,control,congruent,correct,0.565,38
31,control,incongruent,correct,0.85,38
31,control,incongruent,correct,0.628,39
31,control,congruent,correct,0.524,39
31,control,incongruent,correct,0.728,40
31,control,congruent,correct,0.675,40
31,control,congruent,correct,0.738,41
31,control,congruent,correct,0.46,42
31,control,incongruent,correct,0.657,41
31,control,incongruent,incorrect,0.526,42
31,control,incongruent,correct,1.013,43
31,control,incongruent,correct,0.709,44
31,control,congruent,correct,0.655,43
31,control,congruent,correct,0.502,44
31,control,incongruent,correct,1.205,45
31,control,incongruent,correct,0.679,46
31,control,congruent,correct,0.536,45
31,control,congruent,correct,0.493,46
31,control,congruent,correct,0.461,47
31,control,congruent,correct,0.734,48
31,control,incongruent,correct,1.14,47
31,control,incongruent,correct,0.859,48
21,test,incongruent,correct,1.209,1
21,test,congruent,correct,1.639,1
21,test,incongruent,correct,1.928,2
21,test,congruent,correct,1.35,2
21,test,incongruent,incorrect,1.573,3
21,test,congruent,correct,1.552,3
21,test,incongruent,correct,1.314,4
21,test,congruent,correct,1.161,4
21,test,congruent,correct,1.007,5
21,test,incongruent,correct,1.298,5
21,test,congruent,correct,1.296,6
21,test,incongruent,correct,1.039,6
21,test,incongruent,correct,1.301,7
21,test,congruent,correct,1.387,7
21,test,incongruent,correct,1.595,8
21,test,congruent,correct,1.388,8
21,test,congruent,correct,1.292,9
21,test,incongruent,correct,1.431,9
21,test,incongruent,correct,1.647,10
21,test,congruent,correct,1.211,10
21,test,congruent,correct,1.647,11
21,test,incongruent,correct,1.532,11
21,test,congruent,correct,1.317,12
21,test,incongruent,correct,1.232,12
21,test,incongruent,correct,1.474,13
21,test,congruent,correct,1.41,13
21,test,congruent,correct,1.187,14
21,test,incongruent,correct,1.284,14
21,test,incongruent,correct,1.195,15
21,test,congruent,correct,1.543,15
21,test,congruent,correct,1.212,16
21,test,incongruent,correct,1.251,16
21,test,incongruent,timeout,0,17
21,test,incongruent,correct,1.601,18
21,test,congruent,correct,1.421,17
21,test,congruent,correct,1.506,18
21,test,incongruent,correct,1.417,19
21,test,congruent,correct,1.688,19
21,test,congruent,correct,1.497,20
21,test,incongruent,correct,1.866,20
21,test,congruent,correct,1.468,21
21,test,incongruent,timeout,0,21
21,test,incongruent,correct,1.005,22
21,test,congruent,correct,0.828,22
21,test,congruent,correct,0.984,23
21,test,incongruent,correct,1.108,23
21,test,congruent,correct,0.846,24
21,test,incongruent,correct,0.928,24
21,test,congruent,correct,0.719,25
21,test,congruent,correct,0.951,26
21,test,incongruent,correct,1.203,25
21,test,incongruent,correct,1.208,26
21,test,congruent,correct,0.918,27
21,test,incongruent,correct,0.98,27
21,test,congruent,correct,0.935,28
21,test,incongruent,correct,1.332,28
21,test,congruent,correct,1.018,29
21,test,congruent,correct,0.807,30
21,test,incongruent,correct,1.262,29
21,test,incongruent,correct,1.562,30
21,test,congruent,correct,0.952,31
21,test,congruent,correct,0.824,32
21,test,incongruent,correct,1.444,31
21,test,incongruent,timeout,0,32
21,test,incongruent,correct,0.928,33
21,test,incongruent,correct,0.801,34
21,test,congruent,correct,0.884,33
21,test,congruent,correct,0.91,34
21,test,congruent,correct,0.763,35
21,test,incongruent,correct,0.859,35
21,test,incongruent,correct,1.035,36
21,test,congruent,correct,0.769,36
21,test,congruent,correct,0.975,37
21,test,congruent,correct,0.71,38
21,test,incongruent,correct,1.252,37
21,test,incongruent,correct,0.961,38
21,test,incongruent,correct,0.778,39
21,test,congruent,correct,0.862,39
21,test,incongruent,correct,0.94,40
21,test,congruent,correct,0.837,40
21,test,incongruent,correct,1,41
21,test,incongruent,correct,1.335,42
21,test,congruent,correct,0.895,41
21,test,congruent,correct,0.861,42
21,test,incongruent,correct,0.842,43
21,test,congruent,correct,1.078,43
21,test,congruent,correct,0.858,44
21,test,incongruent,correct,1.087,44
21,test,incongruent,correct,0.959,45
21,test,congruent,correct,0.766,45
21,test,incongruent,correct,0.945,46
21,test,congruent,correct,0.8,46
21,test,congruent,correct,0.853,47
21,test,congruent,correct,0.63,48
21,test,incongruent,correct,0.985,47
21,test,incongruent,correct,1.111,48
28,control,congruent,correct,0.704,1
28,control,incongruent,incorrect,0.502,1
28,control,congruent,correct,0.725,2
28,control,incongruent,correct,1.228,2
28,control,congruent,correct,0.657,3
28,control,incongruent,correct,0.812,3
28,control,congruent,correct,0.702,4
28,control,incongruent,correct,0.747,4
28,control,congruent,correct,0.548,5
28,control,incongruent,correct,0.724,5
28,control,congruent,correct,0.528,6
28,control,incongruent,correct,0.633,6
28,control,incongruent,correct,0.601,7
28,control,incongruent,correct,0.575,8
28,control,congruent,correct,0.548,7
28,control,congruent,correct,0.533,8
28,control,incongruent,correct,0.682,9
28,control,congruent,correct,0.546,9
28,control,congruent,correct,0.577,10
28,control,incongruent,correct,0.618,10
28,control,incongruent,correct,0.581,11
28,control,congruent,correct,0.725,11
28,control,incongruent,correct,0.645,12
28,control,congruent,correct,0.526,12
28,control,incongruent,correct,0.661,13
28,control,congruent,correct,0.496,13
28,control,congruent,correct,0.501,14
28,control,incongruent,correct,0.52,14
28,control,incongruent,correct,0.582,15
28,control,incongruent,correct,0.596,16
28,control,congruent,correct,0.487,15
28,control,congruent,correct,0.517,16
28,control,incongruent,correct,0.549,17
28,control,congruent,correct,0.615,17
28,control,incongruent,correct,0.508,18
28,control,congruent,correct,0.504,18
28,control,congruent,correct,0.507,19
28,control,incongruent,correct,0.67,19
28,control,incongruent,correct,0.634,20
28,control,congruent,correct,0.502,20
28,control,incongruent,correct,0.587,21
28,control,congruent,correct,0.497,21
28,control,incongruent,correct,0.512,22
28,control,congruent,correct,0.542,22
28,control,congruent,correct,0.464,23
28,control,incongruent,correct,0.585,23
28,control,incongruent,correct,0.677,24
28,control,congruent,correct,0.569,24
28,control,incongruent,correct,0.56,25
28,control,congruent,correct,0.331,25
28,control,incongruent,correct,0.552,26
28,control,congruent,correct,0.377,26
28,control,incongruent,correct,0.319,27
28,control,congruent,correct,0.477,27
28,control,incongruent,correct,0.664,28
28,control,congruent,incorrect,0.318,28
28,control,congruent,correct,0.537,29
28,control,incongruent,correct,0.483,29
28,control,incongruent,correct,0.664,30
28,control,congruent,correct,0.542,30
28,control,incongruent,correct,0.663,31
28,control,incongruent,correct,0.516,32
28,control,congruent,correct,0.59,31
28,control,congruent,correct,0.386,32
28,control,incongruent,correct,0.512,33
28,control,congruent,correct,0.553,33
28,control,incongruent,correct,0.609,34
28,control,congruent,correct,0.571,34
28,control,congruent,correct,0.46,35
28,control,incongruent,correct,0.734,35
28,control,congruent,correct,0.593,36
